Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,1999,1,1,East,Tennessee,Appalachian St,16
8,1999,1,1,East,Boston College,Ohio St,9
5,1999,1,1,East,Auburn,Texas,12
4,1999,1,1,East,Virginia Tech,St Peters,13
6,1999,1,1,East,Tulane,St Josephs,11
3,1999,1,1,East,Duke,Holy Cross,14
7,1999,1,1,East,Stanford,Maine,10
2,1999,1,1,East,Old Dominion,Tennessee Tech,15
1,1999,1,2,Mideast,Connecticut,St Francis,16
8,1999,1,2,Mideast,Xavier,Florida International,9
5,1999,1,2,Mideast,Oregon,Cincinnati,12
4,1999,1,2,Mideast,Iowa St,Santa Clara,13
6,1999,1,2,Mideast,Toledo,SMU,11
3,1999,1,2,Mideast,Georgia,Liberty,14
7,1999,1,2,Mideast,Illinois,Louisville,10
2,1999,1,2,Mideast,Clemson,Florida A&M,15
1,1999,1,3,Midwest,Purdue,Oral Roberts,16
8,1999,1,3,Midwest,Marquette,Kansas,9
5,1999,1,3,Midwest,Alabama,Grambling,12
4,1999,1,3,Midwest,North Carolina,Northeastern,13
6,1999,1,3,Midwest,Arizona,Florida,11
3,1999,1,3,Midwest,Rutgers,Dartmouth,14
7,1999,1,3,Midwest,Mississippi St,NC State,10
2,1999,1,3,Midwest,Texas Tech,Stephen F Austin,15
1,1999,1,4,West,Louisiana Tech,Central Florida,16
8,1999,1,4,West,Penn St,Virginia,9
5,1999,1,4,West,Notre Dame,St Marys,12
4,1999,1,4,West,LSU,Evansville,13
6,1999,1,4,West,Kentucky,Nebraska,11
3,1999,1,4,West,UCLA,Wisconsin Green Bay,14
7,1999,1,4,West,Southwest Missouri St,Santa Barbara,10
2,1999,1,4,West,Colorado St,Cal St Northridge,15
